%  GPST        ,GPS_Date, latitude(deg),longitude(deg), height(m),  Q, ns,  sdn(m),  sde(m),  sdu(m), sdne(m), sdeu(m), sdun(m),age(s), ratio
2148,324627.8,45.83530956,-110.9332859,2276.9127,1,6,0.0061,0.0054,0.0147,0.0022,0.0049,-0.0041,-2.2,999.9
2148,324628,45.83530436,-110.9332816,2277.0644,1,6,0.006,0.0053,0.0145,0.0022,0.0048,-0.004,-2,999.9
2148,324628.2,45.83529917,-110.9332772,2277.2258,1,6,0.0059,0.0052,0.0143,0.0021,0.0047,-0.004,-1.8,999.9
2148,324628.4,45.83529403,-110.9332728,2277.3992,1,6,0.0059,0.0052,0.0142,0.0021,0.0047,-0.0039,-1.6,999.9
2148,324628.6,45.83528897,-110.9332684,2277.5656,1,6,0.0058,0.0051,0.014,0.0021,0.0046,-0.0039,-1.4,999.9
2148,324628.8,45.83528392,-110.9332637,2277.7388,1,6,0.0057,0.0051,0.0139,0.0021,0.0046,-0.0038,-1.2,999.9
2148,324629,45.83527878,-110.9332591,2277.9151,1,6,0.0057,0.005,0.0138,0.0021,0.0045,-0.0038,-1,999.9
2148,324629.2,45.83527371,-110.9332544,2278.0741,1,6,0.0057,0.005,0.0137,0.0021,0.0045,-0.0038,-0.8,999.9
2148,324629.4,45.83526857,-110.9332497,2278.2468,1,6,0.0057,0.005,0.0137,0.0021,0.0045,-0.0038,-0.6,999.9
2148,324629.6,45.83526353,-110.9332449,2278.4142,1,6,0.0056,0.005,0.0137,0.0021,0.0045,-0.0038,-0.4,999.9
2148,324629.8,45.83525847,-110.93324,2278.5883,1,6,0.0057,0.005,0.0139,0.0021,0.0046,-0.0039,-0.2,999.9
2148,324630,45.83525337,-110.9332352,2278.755,1,6,0.0058,0.0051,0.0143,0.0021,0.0047,-0.004,0,999.9
2148,324630.2,45.83524845,-110.9332307,2278.8976,1,6,0.0283,0.0272,0.0629,0.0065,0.0235,-0.0263,-29.8,999.9
2148,324630.4,45.83524338,-110.9332258,2279.0652,1,6,0.0281,0.0271,0.0626,0.0065,0.0234,-0.0262,-29.6,999.9
2148,324630.6,45.83523835,-110.9332209,2279.2284,1,6,0.028,0.0269,0.0622,0.0064,0.0233,-0.026,-29.4,999.9
2148,324630.8,45.8352333,-110.933216,2279.3982,1,6,0.0278,0.0267,0.0618,0.0064,0.0231,-0.0258,-29.2,999.9
2148,324631,45.83522823,-110.933211,2279.5603,1,6,0.0276,0.0266,0.0615,0.0064,0.023,-0.0257,-29,999.9
2148,324631.2,45.83522321,-110.9332059,2279.7243,1,6,0.0275,0.0264,0.0611,0.0063,0.0229,-0.0255,-28.8,999.9
2148,324631.4,45.83521816,-110.9332009,2279.885,1,6,0.0273,0.0262,0.0607,0.0063,0.0227,-0.0253,-28.6,999.9
2148,324631.6,45.83521314,-110.9331959,2280.0491,1,6,0.0271,0.0261,0.0604,0.0062,0.0226,-0.0252,-28.4,999.9
2148,324631.8,45.83520813,-110.9331909,2280.2033,1,6,0.027,0.0259,0.06,0.0062,0.0224,-0.025,-28.2,999.9
2148,324632,45.83520308,-110.9331859,2280.3691,1,6,0.0268,0.0257,0.0596,0.0062,0.0223,-0.0249,-28,999.9
2148,324632.2,45.83519802,-110.9331809,2280.521,1,6,0.0266,0.0256,0.0593,0.0061,0.0222,-0.0247,-27.8,999.9
2148,324632.4,45.83519299,-110.9331757,2280.6781,1,6,0.0264,0.0254,0.0589,0.0061,0.022,-0.0245,-27.6,999.9
2148,324632.6,45.83518798,-110.9331705,2280.8352,1,6,0.0263,0.0252,0.0585,0.006,0.0219,-0.0244,-27.4,999.9
2148,324632.8,45.83518299,-110.9331653,2280.9882,1,6,0.0261,0.0251,0.0581,0.006,0.0217,-0.0242,-27.2,999.9
2148,324633,45.83517796,-110.9331601,2281.1413,1,6,0.0259,0.0249,0.0578,0.006,0.0216,-0.024,-27,999.9
2148,324633.2,45.83517288,-110.9331549,2281.3013,1,6,0.0258,0.0247,0.0574,0.0059,0.0215,-0.0239,-26.8,999.9
2148,324633.4,45.8351678,-110.9331497,2281.4551,1,6,0.0256,0.0246,0.057,0.0059,0.0213,-0.0237,-26.6,999.9
2148,324633.6,45.83516275,-110.9331445,2281.6178,1,6,0.0254,0.0244,0.0567,0.0059,0.0212,-0.0236,-26.4,999.9
2148,324633.8,45.83515774,-110.9331394,2281.7785,1,6,0.0252,0.0242,0.0563,0.0058,0.021,-0.0234,-26.2,999.9
2148,324634,45.8351527,-110.9331343,2281.9388,1,6,0.0251,0.0241,0.0559,0.0058,0.0209,-0.0232,-26,999.9
2148,324634.2,45.83514765,-110.9331292,2282.1071,1,6,0.0249,0.0239,0.0556,0.0057,0.0208,-0.0231,-25.8,999.9
2148,324634.4,45.83514266,-110.9331242,2282.2691,1,6,0.0247,0.0237,0.0552,0.0057,0.0206,-0.0229,-25.6,999.9
2148,324634.6,45.83513765,-110.9331191,2282.4309,1,6,0.0246,0.0236,0.0548,0.0057,0.0205,-0.0227,-25.4,999.9
2148,324634.8,45.83513264,-110.9331141,2282.5895,1,6,0.0244,0.0234,0.0545,0.0056,0.0203,-0.0226,-25.2,999.9
2148,324635,45.83512758,-110.9331092,2282.7343,1,6,0.0242,0.0232,0.0541,0.0056,0.0202,-0.0224,-25,999.9
2148,324635.2,45.83512249,-110.9331043,2282.8849,1,6,0.024,0.0231,0.0537,0.0055,0.0201,-0.0222,-24.8,999.9
2148,324635.4,45.8351174,-110.9330993,2283.0424,1,6,0.0239,0.0229,0.0533,0.0055,0.0199,-0.0221,-24.6,999.9
2148,324635.6,45.83511235,-110.9330944,2283.1932,1,6,0.0237,0.0227,0.053,0.0055,0.0198,-0.0219,-24.4,999.9
2148,324635.8,45.8351073,-110.9330893,2283.3413,1,6,0.0235,0.0226,0.0526,0.0054,0.0196,-0.0217,-24.2,999.9
2148,324636,45.8351023,-110.9330842,2283.4953,1,6,0.0234,0.0224,0.0522,0.0054,0.0195,-0.0216,-24,999.9
2148,324636.2,45.83509735,-110.9330789,2283.6442,1,6,0.0232,0.0222,0.0519,0.0054,0.0194,-0.0214,-23.8,999.9
2148,324636.4,45.83509236,-110.9330738,2283.7944,1,6,0.023,0.0221,0.0515,0.0053,0.0192,-0.0212,-23.6,999.9
2148,324636.6,45.83508741,-110.9330686,2283.9462,1,6,0.0228,0.0219,0.0511,0.0053,0.0191,-0.0211,-23.4,999.9
2148,324636.8,45.83508236,-110.9330634,2284.1027,1,6,0.0227,0.0217,0.0508,0.0052,0.0189,-0.0209,-23.2,999.9
2148,324637,45.83507735,-110.9330582,2284.2568,1,6,0.0225,0.0216,0.0504,0.0052,0.0188,-0.0207,-23,999.9
2148,324637.2,45.83507234,-110.9330529,2284.4124,1,6,0.0223,0.0214,0.05,0.0052,0.0187,-0.0206,-22.8,999.9
2148,324637.4,45.83506736,-110.9330476,2284.5652,1,6,0.0222,0.0212,0.0496,0.0051,0.0185,-0.0204,-22.6,999.9
2148,324637.6,45.83506241,-110.9330423,2284.7212,1,6,0.022,0.0211,0.0493,0.0051,0.0184,-0.0202,-22.4,999.9
2148,324637.8,45.83505739,-110.933037,2284.8705,1,6,0.0218,0.0209,0.0489,0.0051,0.0182,-0.0201,-22.2,999.9
2148,324638,45.83505234,-110.9330318,2285.0248,1,6,0.0216,0.0207,0.0485,0.005,0.0181,-0.0199,-22,999.9
2148,324638.2,45.8350473,-110.9330266,2285.1712,1,6,0.0215,0.0206,0.0482,0.005,0.018,-0.0197,-21.8,999.9
2148,324638.4,45.83504227,-110.9330215,2285.3086,1,6,0.0213,0.0204,0.0478,0.0049,0.0178,-0.0196,-21.6,999.9
2148,324638.6,45.83503732,-110.9330164,2285.4565,1,6,0.0211,0.0202,0.0474,0.0049,0.0177,-0.0194,-21.4,999.9
2148,324638.8,45.83503231,-110.9330115,2285.604,1,6,0.0209,0.0201,0.047,0.0049,0.0175,-0.0192,-21.2,999.9
2148,324639,45.83502728,-110.9330065,2285.7691,1,6,0.0208,0.0199,0.0467,0.0048,0.0174,-0.0191,-21,999.9
2148,324639.2,45.8350222,-110.9330014,2285.9423,1,6,0.0206,0.0197,0.0463,0.0048,0.0173,-0.0189,-20.8,999.9
2148,324639.4,45.83501703,-110.9329963,2286.1275,1,6,0.0204,0.0196,0.0459,0.0048,0.0171,-0.0187,-20.6,999.9
2148,324639.6,45.835012,-110.9329914,2286.293,1,6,0.0203,0.0194,0.0456,0.0047,0.017,-0.0186,-20.4,999.9
2148,324639.8,45.8350075,-110.9329871,2286.4261,1,6,0.0201,0.0192,0.0452,0.0047,0.0169,-0.0184,-20.2,999.9
2148,324640,45.83500378,-110.9329836,2286.5141,1,6,0.0199,0.0191,0.0449,0.0047,0.0167,-0.0182,-20,999.9
2148,324640.2,45.83500112,-110.9329814,2286.5585,1,6,0.0198,0.0189,0.0445,0.0046,0.0166,-0.0181,-19.8,999.9
2148,324640.4,45.83499958,-110.9329805,2286.6114,1,6,0.0196,0.0187,0.0448,0.0046,0.0166,-0.0177,-19.6,999.9
2148,324640.6,45.83499903,-110.9329806,2286.706,1,6,0.0202,0.0186,0.0488,0.0053,0.0173,-0.0141,-19.4,999.9
2148,324640.8,45.83499891,-110.9329811,2286.9238,1,6,0.02,0.0184,0.0483,0.0053,0.0171,-0.0139,-19.2,999.9
2148,324641,45.83499849,-110.9329812,2287.2706,1,6,0.0197,0.0182,0.0469,0.0051,0.0167,-0.0144,-19,999.9
2148,324641.2,45.83499745,-110.9329805,2287.7359,1,6,0.0189,0.018,0.0426,0.0044,0.0158,-0.0172,-18.8,999.9
2148,324641.4,45.83499575,-110.9329788,2288.3181,1,6,0.0187,0.0179,0.0422,0.0044,0.0157,-0.017,-18.6,999.9
2148,324641.6,45.83499371,-110.9329766,2288.9535,1,6,0.0185,0.0177,0.0419,0.0044,0.0155,-0.0169,-18.4,999.9
2148,324641.8,45.83499156,-110.9329741,2289.6035,1,6,0.0184,0.0175,0.0415,0.0043,0.0154,-0.0167,-18.2,999.9
2148,324642,45.83498939,-110.9329714,2290.2648,1,6,0.0182,0.0174,0.0411,0.0043,0.0153,-0.0165,-18,999.9
2148,324642.2,45.83498727,-110.9329687,2290.9148,1,6,0.018,0.0172,0.0407,0.0043,0.0151,-0.0164,-17.8,999.9
2148,324642.4,45.83498519,-110.932966,2291.5571,1,6,0.0178,0.017,0.0404,0.0042,0.015,-0.0162,-17.6,999.9
2148,324642.6,45.83498314,-110.9329634,2292.2111,1,6,0.0177,0.0169,0.04,0.0042,0.0148,-0.016,-17.4,999.9
2148,324642.8,45.83498112,-110.9329608,2292.8529,1,6,0.0175,0.0167,0.0396,0.0042,0.0147,-0.0158,-17.2,999.9
2148,324643,45.83497912,-110.9329582,2293.4993,1,6,0.0173,0.0165,0.0393,0.0041,0.0146,-0.0157,-17,999.9
2148,324643.2,45.83497706,-110.9329558,2294.1424,1,6,0.0172,0.0164,0.0389,0.0041,0.0144,-0.0155,-16.8,999.9
2148,324643.4,45.83497498,-110.9329534,2294.7843,1,6,0.017,0.0162,0.0385,0.0041,0.0143,-0.0153,-16.6,999.9
2148,324643.6,45.83497291,-110.9329511,2295.4245,1,6,0.0168,0.016,0.0382,0.004,0.0141,-0.0152,-16.4,999.9
2148,324643.8,45.83497085,-110.9329486,2296.0714,1,6,0.0166,0.0159,0.0378,0.004,0.014,-0.015,-16.2,999.9
2148,324644,45.83496872,-110.9329463,2296.7141,1,6,0.0165,0.0157,0.0374,0.004,0.0138,-0.0148,-16,999.9
2148,324644.2,45.83496646,-110.9329441,2297.3579,1,6,0.0163,0.0155,0.037,0.0039,0.0137,-0.0146,-15.8,999.9
2148,324644.4,45.83496414,-110.932942,2297.9968,1,6,0.0161,0.0153,0.0367,0.0039,0.0136,-0.0145,-15.6,999.9
2148,324644.6,45.83496166,-110.9329399,2298.629,1,6,0.016,0.0152,0.0363,0.0039,0.0134,-0.0143,-15.4,999.9
2148,324644.8,45.83495916,-110.9329376,2299.272,1,6,0.0158,0.015,0.0359,0.0038,0.0133,-0.0141,-15.2,999.9
2148,324645,45.83495665,-110.9329353,2299.9111,1,6,0.0156,0.0148,0.0356,0.0038,0.0131,-0.0139,-15,999.9
2148,324645.2,45.83495413,-110.932933,2300.5475,1,6,0.0154,0.0147,0.0352,0.0038,0.013,-0.0138,-14.8,999.9
2148,324645.4,45.83495165,-110.9329309,2301.187,1,6,0.0153,0.0145,0.0348,0.0037,0.0128,-0.0136,-14.6,999.9
2148,324645.6,45.83494917,-110.9329288,2301.8323,1,6,0.0151,0.0143,0.0345,0.0037,0.0127,-0.0134,-14.4,999.9
2148,324645.8,45.83494662,-110.9329269,2302.4806,1,6,0.0149,0.0142,0.0341,0.0037,0.0126,-0.0133,-14.2,999.9
2148,324646,45.83494405,-110.9329249,2303.1302,1,6,0.0148,0.014,0.0337,0.0036,0.0124,-0.0131,-14,999.9
2148,324646.2,45.83494163,-110.9329228,2303.7525,1,6,0.0146,0.0138,0.0334,0.0036,0.0123,-0.0129,-13.8,999.9
2148,324646.4,45.83493919,-110.9329206,2304.3734,1,6,0.0144,0.0137,0.033,0.0036,0.0121,-0.0127,-13.6,999.9
2148,324646.6,45.83493672,-110.9329182,2305.0116,1,6,0.0143,0.0135,0.0327,0.0035,0.012,-0.0126,-13.4,999.9
2148,324646.8,45.83493421,-110.9329158,2305.6468,1,6,0.0141,0.0133,0.0323,0.0035,0.0119,-0.0124,-13.2,999.9
2148,324647,45.83493178,-110.9329133,2306.2863,1,6,0.0139,0.0132,0.0319,0.0035,0.0117,-0.0122,-13,999.9
2148,324647.2,45.83492939,-110.9329108,2306.9403,1,6,0.0137,0.013,0.0316,0.0034,0.0116,-0.012,-12.8,999.9
2148,324647.4,45.83492713,-110.9329083,2307.5946,1,6,0.0136,0.0128,0.0312,0.0034,0.0114,-0.0119,-12.6,999.9
2148,324647.6,45.83492501,-110.932906,2308.1884,1,6,0.0134,0.0127,0.0309,0.0034,0.0113,-0.0117,-12.4,999.9
2148,324647.8,45.83492315,-110.9329042,2308.6903,1,6,0.0132,0.0125,0.0305,0.0033,0.0112,-0.0115,-12.2,999.9
2148,324648,45.83492172,-110.9329028,2309.0605,1,6,0.0131,0.0123,0.0305,0.0034,0.0111,-0.0112,-12,999.9
2148,324648.2,45.83492068,-110.9329018,2309.3011,1,6,0.0134,0.0122,0.0326,0.0037,0.0114,-0.0089,-11.8,999.9
2148,324648.4,45.83491987,-110.9329016,2309.4299,1,6,0.0127,0.012,0.0294,0.0033,0.0107,-0.011,-11.6,999.9
2148,324648.6,45.83491893,-110.9329025,2309.4978,1,6,0.0126,0.0118,0.029,0.0032,0.0106,-0.0108,-11.4,999.9
2148,324648.8,45.83491748,-110.932905,2309.5613,1,6,0.0124,0.0117,0.0287,0.0032,0.0104,-0.0106,-11.2,999.9
2148,324649,45.8349152,-110.9329092,2309.6526,1,6,0.0122,0.0115,0.0283,0.0032,0.0103,-0.0105,-11,999.9
2148,324649.2,45.834912,-110.9329147,2309.76,1,6,0.0121,0.0113,0.028,0.0031,0.0102,-0.0103,-10.8,999.9
2148,324649.4,45.83490796,-110.9329215,2309.9087,1,6,0.0119,0.0112,0.0276,0.0031,0.01,-0.0101,-10.6,999.9
2148,324649.6,45.83490336,-110.9329292,2310.0769,1,6,0.0117,0.011,0.0273,0.0031,0.0099,-0.0099,-10.4,999.9
2148,324649.8,45.83489861,-110.932937,2310.2479,1,6,0.0116,0.0109,0.0269,0.003,0.0097,-0.0098,-10.2,999.9
2148,324650,45.83489402,-110.9329445,2310.4222,1,6,0.0114,0.0107,0.0266,0.003,0.0096,-0.0096,-10,999.9
2148,324650.2,45.83488964,-110.9329517,2310.6014,1,6,0.0112,0.0105,0.0262,0.003,0.0095,-0.0094,-9.8,999.9
2148,324650.4,45.83488553,-110.9329585,2310.7795,1,6,0.0111,0.0104,0.0259,0.003,0.0093,-0.0093,-9.6,999.9
2148,324650.6,45.83488163,-110.9329652,2310.9506,1,6,0.0109,0.0102,0.0255,0.0029,0.0092,-0.0091,-9.4,999.9
2148,324650.8,45.83487794,-110.9329719,2311.1223,1,6,0.0108,0.0101,0.0252,0.0029,0.0091,-0.0089,-9.2,999.9
2148,324651,45.83487433,-110.9329786,2311.3001,1,6,0.0106,0.0099,0.0248,0.0029,0.0089,-0.0087,-9,999.9
2148,324651.2,45.83487083,-110.9329854,2311.4696,1,6,0.0104,0.0097,0.0245,0.0029,0.0088,-0.0086,-8.8,999.9
2148,324651.4,45.8348674,-110.932992,2311.6495,1,6,0.0103,0.0096,0.0241,0.0028,0.0086,-0.0084,-8.6,999.9
2148,324651.6,45.83486402,-110.9329986,2311.8282,1,6,0.0101,0.0094,0.0238,0.0028,0.0085,-0.0082,-8.4,999.9
2148,324651.8,45.83486058,-110.9330052,2312.0034,1,6,0.01,0.0093,0.0234,0.0028,0.0084,-0.0081,-8.2,999.9
2148,324652,45.83485705,-110.9330117,2312.193,1,6,0.0098,0.0091,0.0231,0.0028,0.0082,-0.0079,-8,999.9
2148,324652.2,45.83485344,-110.9330181,2312.3718,1,6,0.0096,0.0089,0.0228,0.0027,0.0081,-0.0077,-7.8,999.9
2148,324652.4,45.83484979,-110.9330244,2312.5478,1,6,0.0095,0.0088,0.0224,0.0027,0.008,-0.0076,-7.6,999.9
2148,324652.6,45.83484603,-110.9330305,2312.7261,1,6,0.0093,0.0086,0.0221,0.0027,0.0078,-0.0074,-7.4,999.9
2148,324652.8,45.83484216,-110.9330367,2312.8987,1,6,0.0092,0.0085,0.0218,0.0027,0.0077,-0.0072,-7.2,999.9
2148,324653,45.83483816,-110.9330429,2313.0873,1,6,0.009,0.0083,0.0214,0.0026,0.0076,-0.0071,-7,999.9
2148,324653.2,45.83483412,-110.9330491,2313.266,1,6,0.0089,0.0082,0.0211,0.0026,0.0074,-0.0069,-6.8,999.9
2148,324653.4,45.8348301,-110.9330554,2313.4466,1,6,0.0087,0.008,0.0208,0.0026,0.0073,-0.0068,-6.6,999.9
2148,324653.6,45.8348261,-110.9330617,2313.634,1,6,0.0086,0.0079,0.0205,0.0026,0.0072,-0.0066,-6.4,928.3
2148,324653.8,45.83482218,-110.9330681,2313.7962,1,6,0.0084,0.0077,0.0201,0.0025,0.0071,-0.0064,-6.2,831.9
2148,324654,45.83481827,-110.9330748,2313.9821,1,6,0.0083,0.0076,0.0198,0.0025,0.0069,-0.0063,-6,733.6
2148,324654.2,45.83481434,-110.9330816,2314.1694,1,6,0.0082,0.0075,0.0195,0.0025,0.0068,-0.0061,-5.8,634.2
2148,324654.4,45.83481043,-110.9330884,2314.3479,1,6,0.008,0.0073,0.0192,0.0025,0.0067,-0.006,-5.6,533.5
2148,324654.6,45.83480647,-110.9330952,2314.5436,1,6,0.0079,0.0072,0.0189,0.0024,0.0066,-0.0058,-5.4,431.7
2148,324654.8,45.83480245,-110.9331019,2314.7472,1,6,0.0077,0.007,0.0186,0.0024,0.0064,-0.0057,-5.2,328.5
2148,324655,45.83479855,-110.9331085,2314.9348,1,6,0.0076,0.0069,0.0183,0.0024,0.0063,-0.0056,-5,222.8
2148,324655.2,45.83479505,-110.9331143,2315.0951,1,6,0.0075,0.0068,0.018,0.0024,0.0062,-0.0054,-4.8,114.7
2148,324655.4,45.83479229,-110.9331191,2315.2412,1,6,0.0073,0.0067,0.0177,0.0024,0.0061,-0.0053,-4.6,4.6
2148,324655.6,45.83479044,-110.9331226,2315.3574,1,6,0.0073,0.0066,0.0186,0.0025,0.0062,-0.0042,-4.4,999.9
2148,324655.8,45.8347895,-110.9331249,2315.4307,1,6,0.0073,0.0064,0.0187,0.0025,0.0062,-0.0036,-4.2,999.9
2148,324656,45.83478938,-110.9331263,2315.4581,1,5,0.0072,0.0063,0.0184,0.0025,0.0061,-0.0035,-4,999.9
2148,324656.2,45.83479011,-110.9331272,2315.4054,1,5,0.007,0.0062,0.0181,0.0024,0.0059,-0.0034,-3.8,999.9
2148,324656.4,45.83479158,-110.9331281,2315.2838,1,5,0.0069,0.0061,0.0178,0.0024,0.0058,-0.0033,-3.6,999.9
2148,324656.6,45.83479388,-110.9331293,2315.0994,1,5,0.0068,0.006,0.0176,0.0024,0.0058,-0.0032,-3.4,999.9
2148,324656.8,45.83479688,-110.9331313,2314.8572,1,5,0.007,0.0059,0.0194,0.0026,0.0061,0.0028,-3.2,999.9
2148,324657,45.83480043,-110.933134,2314.5187,1,5,0.0069,0.0058,0.019,0.0026,0.006,0.0026,-3,999.9
2148,324657.2,45.83480454,-110.9331376,2314.1092,1,5,0.0067,0.0057,0.0184,0.0025,0.0058,0.0022,-2.8,999.9
2148,324657.4,45.834809,-110.933142,2313.671,1,6,0.0064,0.0056,0.0162,0.0023,0.0053,-0.0032,-2.6,999.9
2148,324657.6,45.83481364,-110.9331468,2313.2136,1,6,0.0061,0.0055,0.0149,0.0022,0.005,-0.0042,-2.4,999.9
2148,324657.8,45.83481834,-110.9331517,2312.7536,1,6,0.0061,0.0054,0.0147,0.0021,0.0049,-0.0041,-2.2,999.9
2148,324658,45.83482299,-110.9331566,2312.3034,1,6,0.006,0.0053,0.0145,0.0021,0.0048,-0.004,-2,999.9
2148,324658.2,45.83482755,-110.9331614,2311.8767,1,6,0.0059,0.0053,0.0143,0.0021,0.0047,-0.004,-1.8,999.9
2148,324658.4,45.83483205,-110.9331661,2311.4375,1,6,0.0059,0.0052,0.0142,0.0021,0.0047,-0.0039,-1.6,999.9
2148,324658.6,45.83483641,-110.9331706,2311.0032,1,6,0.0058,0.0051,0.014,0.0021,0.0046,-0.0039,-1.4,999.9
2148,324658.8,45.83484064,-110.9331748,2310.5653,1,6,0.0057,0.0051,0.0139,0.0021,0.0046,-0.0039,-1.2,999.9
2148,324659,45.83484476,-110.9331789,2310.1327,1,6,0.0057,0.005,0.0138,0.0021,0.0045,-0.0038,-1,999.9
2148,324659.2,45.83484894,-110.9331828,2309.708,1,6,0.0057,0.005,0.0137,0.0021,0.0045,-0.0038,-0.8,999.9
2148,324659.4,45.83485309,-110.9331867,2309.2834,1,6,0.0056,0.005,0.0137,0.0021,0.0045,-0.0038,-0.6,999.9
2148,324659.6,45.83485735,-110.9331904,2308.854,1,6,0.0056,0.005,0.0137,0.0021,0.0045,-0.0038,-0.4,999.9
2148,324659.8,45.83486151,-110.9331942,2308.4199,1,6,0.0057,0.005,0.014,0.0021,0.0046,-0.0039,-0.2,999.9
2148,324660,45.83486567,-110.933198,2307.9892,1,6,0.0058,0.0051,0.0143,0.0021,0.0047,-0.004,0,999.9
2148,324660.2,45.83487003,-110.9332021,2307.5692,1,6,0.0283,0.0273,0.0628,0.0062,0.0236,-0.0264,-29.8,999.9
2148,324660.4,45.83487409,-110.9332059,2307.1423,1,6,0.0281,0.0271,0.0624,0.0061,0.0235,-0.0262,-29.6,999.9
2148,324660.6,45.83487801,-110.9332099,2306.7143,1,6,0.0279,0.027,0.062,0.0061,0.0234,-0.026,-29.4,999.9
2148,324660.8,45.83488195,-110.9332138,2306.2979,1,6,0.0278,0.0268,0.0617,0.0061,0.0232,-0.0259,-29.2,999.9
2148,324661,45.83488598,-110.9332179,2305.8689,1,6,0.0276,0.0266,0.0613,0.006,0.0231,-0.0257,-29,999.9
2148,324661.2,45.83489014,-110.9332221,2305.4493,1,6,0.0274,0.0265,0.0609,0.006,0.0229,-0.0256,-28.8,999.9
2148,324661.4,45.83489442,-110.9332264,2305.028,1,6,0.0272,0.0263,0.0606,0.006,0.0228,-0.0254,-28.6,999.9
2148,324661.6,45.83489871,-110.9332307,2304.6035,1,6,0.0271,0.0261,0.0602,0.0059,0.0227,-0.0252,-28.4,999.9
2148,324661.8,45.834903,-110.9332351,2304.1723,1,6,0.0269,0.026,0.0598,0.0059,0.0225,-0.0251,-28.2,999.9
2148,324662,45.83490732,-110.9332393,2303.7426,1,6,0.0267,0.0258,0.0595,0.0058,0.0224,-0.0249,-28,999.9
2148,324662.2,45.83491158,-110.9332434,2303.3217,1,6,0.0266,0.0256,0.0591,0.0058,0.0223,-0.0247,-27.8,999.9
2148,324662.4,45.83491582,-110.9332473,2302.9082,1,6,0.0264,0.0255,0.0587,0.0058,0.0221,-0.0246,-27.6,999.9
2148,324662.6,45.83492,-110.9332512,2302.4859,1,6,0.0262,0.0253,0.0584,0.0057,0.022,-0.0244,-27.4,999.9
2148,324662.8,45.83492415,-110.9332553,2302.0621,1,6,0.0261,0.0251,0.058,0.0057,0.0218,-0.0243,-27.2,999.9
2148,324663,45.83492823,-110.9332595,2301.6457,1,6,0.0259,0.025,0.0576,0.0057,0.0217,-0.0241,-27,999.9
2148,324663.2,45.83493233,-110.9332636,2301.229,1,6,0.0257,0.0248,0.0573,0.0056,0.0216,-0.0239,-26.8,999.9
2148,324663.4,45.83493634,-110.9332677,2300.8055,1,6,0.0255,0.0246,0.0569,0.0056,0.0214,-0.0238,-26.6,999.9
2148,324663.6,45.83494032,-110.9332719,2300.3874,1,6,0.0254,0.0245,0.0565,0.0055,0.0213,-0.0236,-26.4,999.9
2148,324663.8,45.83494428,-110.9332763,2299.9725,1,6,0.0252,0.0243,0.0562,0.0055,0.0211,-0.0234,-26.2,999.9
2148,324664,45.83494824,-110.9332807,2299.5556,1,6,0.025,0.0241,0.0558,0.0055,0.021,-0.0233,-26,999.9
2148,324664.2,45.83495228,-110.9332852,2299.1453,1,6,0.0249,0.024,0.0554,0.0054,0.0209,-0.0231,-25.8,999.9
2148,324664.4,45.83495631,-110.9332895,2298.7284,1,6,0.0247,0.0238,0.0551,0.0054,0.0207,-0.0229,-25.6,999.9
2148,324664.6,45.8349604,-110.9332939,2298.308,1,6,0.0245,0.0236,0.0547,0.0054,0.0206,-0.0228,-25.4,999.9
2148,324664.8,45.83496451,-110.9332981,2297.8795,1,6,0.0243,0.0235,0.0543,0.0053,0.0204,-0.0226,-25.2,999.9
2148,324665,45.83496863,-110.9333023,2297.4523,1,6,0.0242,0.0233,0.054,0.0053,0.0203,-0.0224,-25,999.9
2148,324665.2,45.83497272,-110.9333065,2297.0342,1,6,0.024,0.0231,0.0536,0.0053,0.0202,-0.0223,-24.8,999.9
2148,324665.4,45.83497678,-110.9333107,2296.6154,1,6,0.0238,0.023,0.0532,0.0052,0.02,-0.0221,-24.6,999.9
2148,324665.6,45.83498085,-110.9333151,2296.2004,1,6,0.0237,0.0228,0.0528,0.0052,0.0199,-0.0219,-24.4,999.9
2148,324665.8,45.83498502,-110.9333196,2295.7716,1,6,0.0235,0.0226,0.0525,0.0052,0.0197,-0.0218,-24.2,999.9
2148,324666,45.83498932,-110.9333241,2295.3469,1,6,0.0233,0.0225,0.0521,0.0051,0.0196,-0.0216,-24,999.9
2148,324666.2,45.83499368,-110.9333286,2294.9205,1,6,0.0231,0.0223,0.0517,0.0051,0.0194,-0.0214,-23.8,999.9
2148,324666.4,45.83499796,-110.933333,2294.5056,1,6,0.023,0.0221,0.0514,0.005,0.0193,-0.0213,-23.6,999.9
2148,324666.6,45.83500228,-110.9333373,2294.083,1,6,0.0228,0.022,0.051,0.005,0.0192,-0.0211,-23.4,999.9
2148,324666.8,45.8350066,-110.9333415,2293.6658,1,6,0.0226,0.0218,0.0506,0.005,0.019,-0.0209,-23.2,999.9
2148,324667,45.83501092,-110.9333456,2293.2403,1,6,0.0225,0.0216,0.0503,0.0049,0.0189,-0.0208,-23,999.9
2148,324667.2,45.83501518,-110.9333496,2292.8247,1,6,0.0223,0.0215,0.0499,0.0049,0.0187,-0.0206,-22.8,999.9
2148,324667.4,45.83501938,-110.9333536,2292.4094,1,6,0.0221,0.0213,0.0495,0.0049,0.0186,-0.0204,-22.6,999.9
2148,324667.6,45.83502351,-110.9333575,2291.998,1,6,0.0219,0.0211,0.0492,0.0048,0.0185,-0.0203,-22.4,999.9
