%  GPST        ,GPS_Date, latitude(deg),longitude(deg), height(m),  Q, ns,  sdn(m),  sde(m),  sdu(m), sdne(m), sdeu(m), sdun(m),age(s), ratio
2148,324941.6,45.83383149,-110.9353332,2390.7674,1,5,0.0116,0.0104,0.0336,0.0032,0.0114,0.0058,11.6,999.9
2148,324941.8,45.83382642,-110.9353281,2390.6249,1,5,0.0117,0.0105,0.0338,0.0032,0.0114,0.0059,11.8,999.9
2148,324942,45.83382133,-110.935323,2390.4826,1,5,0.0117,0.0106,0.034,0.0033,0.0115,0.0059,12,999.9
2148,324942.2,45.83381623,-110.9353179,2390.3365,1,5,0.0118,0.0106,0.0342,0.0033,0.0116,0.006,12.2,999.9
2148,324942.4,45.83381119,-110.9353129,2390.199,1,5,0.0119,0.0107,0.0344,0.0033,0.0116,0.006,12.4,999.9
2148,324942.6,45.8338062,-110.935308,2390.0537,1,5,0.0119,0.0107,0.0346,0.0033,0.0117,0.006,12.6,999.9
2148,324942.8,45.83380124,-110.935303,2389.9168,1,5,0.012,0.0108,0.0347,0.0033,0.0118,0.0061,12.8,999.9
2148,324943,45.83379627,-110.935298,2389.7697,1,5,0.012,0.0108,0.0349,0.0033,0.0118,0.0061,13,999.9
2148,324943.2,45.83379128,-110.935293,2389.6247,1,5,0.0121,0.0109,0.035,0.0033,0.0118,0.0061,13.2,999.9
2148,324943.4,45.83378626,-110.935288,2389.4738,1,5,0.0121,0.0109,0.0351,0.0033,0.0119,0.0062,13.4,999.9
2148,324943.6,45.83378122,-110.9352829,2389.3305,1,5,0.0121,0.0109,0.0352,0.0033,0.0119,0.0062,13.6,999.9
2148,324943.8,45.8337762,-110.9352778,2389.1902,1,5,0.0122,0.0109,0.0353,0.0034,0.012,0.0062,13.8,999.9
2148,324944,45.83377107,-110.9352727,2389.0421,1,5,0.0122,0.011,0.0354,0.0034,0.012,0.0062,14,999.9
2148,324944.2,45.83376594,-110.9352676,2388.8961,1,5,0.0122,0.011,0.0354,0.0034,0.012,0.0062,14.2,999.9
2148,324944.4,45.83376085,-110.9352625,2388.7565,1,5,0.0122,0.011,0.0355,0.0034,0.012,0.0062,14.4,999.9
2148,324944.6,45.8337558,-110.9352574,2388.6189,1,5,0.0122,0.011,0.0355,0.0034,0.012,0.0062,14.6,999.9
2148,324944.8,45.83375075,-110.9352523,2388.4843,1,5,0.0122,0.011,0.0355,0.0034,0.012,0.0063,14.8,999.9
2148,324945,45.83374572,-110.9352472,2388.3465,1,5,0.0122,0.011,0.0355,0.0034,0.012,0.0063,15,999.9
2148,324945.2,45.83374066,-110.935242,2388.217,1,5,0.0122,0.011,0.0355,0.0034,0.012,0.0062,15.2,999.9
2148,324945.4,45.83373561,-110.9352368,2388.0888,1,5,0.0122,0.011,0.0355,0.0034,0.012,0.0062,15.4,999.9
2148,324945.6,45.83373055,-110.9352317,2387.9537,1,5,0.0122,0.011,0.0355,0.0034,0.012,0.0062,15.6,999.9
2148,324945.8,45.83372544,-110.9352265,2387.8148,1,5,0.0122,0.011,0.0354,0.0034,0.012,0.0062,15.8,999.9
2148,324946,45.83372031,-110.9352214,2387.6738,1,5,0.0122,0.011,0.0353,0.0033,0.012,0.0062,16,999.9
2148,324946.2,45.83371521,-110.9352163,2387.533,1,5,0.0122,0.011,0.0353,0.0033,0.012,0.0062,16.2,999.9
2148,324946.4,45.83371018,-110.9352112,2387.3966,1,5,0.0121,0.0109,0.0352,0.0033,0.0119,0.0062,16.4,999.9
2148,324946.6,45.83370518,-110.9352061,2387.2623,1,5,0.0121,0.0109,0.0351,0.0033,0.0119,0.0061,16.6,999.9
2148,324946.8,45.83370012,-110.9352008,2387.1321,1,5,0.0121,0.0109,0.035,0.0033,0.0118,0.0061,16.8,999.9
2148,324947,45.83369502,-110.9351957,2386.9926,1,5,0.012,0.0108,0.0348,0.0033,0.0118,0.0061,17,999.9
2148,324947.2,45.83368992,-110.9351905,2386.851,1,5,0.012,0.0108,0.0347,0.0033,0.0118,0.006,17.2,999.9
2148,324947.4,45.83368485,-110.9351855,2386.7069,1,5,0.0119,0.0107,0.0345,0.0033,0.0117,0.006,17.4,999.9
2148,324947.6,45.83367988,-110.9351803,2386.5674,1,5,0.0119,0.0107,0.0344,0.0033,0.0116,0.006,17.6,999.9
2148,324947.8,45.83367494,-110.9351753,2386.4286,1,5,0.0118,0.0106,0.0342,0.0033,0.0116,0.0059,17.8,999.9
2148,324948,45.83366998,-110.9351703,2386.2843,1,5,0.0117,0.0106,0.034,0.0032,0.0115,0.0059,18,999.9
2148,324948.2,45.83366492,-110.9351653,2386.1449,1,5,0.0117,0.0105,0.0338,0.0032,0.0114,0.0058,18.2,999.9
2148,324948.4,45.83365985,-110.9351602,2386.0013,1,5,0.0116,0.0104,0.0336,0.0032,0.0114,0.0058,18.4,999.9
2148,324948.6,45.83365483,-110.9351551,2385.8485,1,5,0.0115,0.0104,0.0334,0.0032,0.0113,0.0057,18.6,999.9
2148,324948.8,45.83364984,-110.9351501,2385.7068,1,5,0.0114,0.0103,0.0331,0.0032,0.0112,0.0057,18.8,999.9
2148,324949,45.83364481,-110.935145,2385.5732,1,5,0.0113,0.0102,0.0329,0.0032,0.0111,0.0056,19,999.9
2148,324949.2,45.83363982,-110.9351398,2385.4426,1,5,0.0113,0.0101,0.0326,0.0031,0.011,0.0055,19.2,999.9
2148,324949.4,45.83363481,-110.9351347,2385.3107,1,5,0.0112,0.01,0.0324,0.0031,0.0109,0.0055,19.4,999.9
2148,324949.6,45.83362982,-110.9351296,2385.1744,1,5,0.0111,0.01,0.0321,0.0031,0.0108,0.0054,19.6,999.9
2148,324949.8,45.83362481,-110.9351244,2385.0323,1,5,0.011,0.0099,0.0318,0.0031,0.0107,0.0053,19.8,999.9
2148,324950,45.83361966,-110.9351192,2384.9118,1,5,0.0109,0.0098,0.0315,0.003,0.0106,0.0053,20,999.9
2148,324950.2,45.83361451,-110.9351141,2384.7796,1,5,0.0108,0.0097,0.0312,0.003,0.0105,0.0052,20.2,999.9
2148,324950.4,45.83360968,-110.9351094,2384.672,1,5,0.0107,0.0096,0.0309,0.003,0.0104,0.0051,20.4,999.9
2148,324950.6,45.83360565,-110.9351057,2384.5725,1,5,0.0106,0.0095,0.0305,0.003,0.0103,0.005,20.6,999.9
2148,324950.8,45.83360279,-110.9351032,2384.4822,1,5,0.0104,0.0094,0.0302,0.003,0.0102,0.0049,20.8,999.9
2148,324951,45.83360108,-110.9351018,2384.4243,1,5,0.0103,0.0093,0.0299,0.0029,0.0101,0.0048,21,999.9
2148,324951.2,45.83360037,-110.9351017,2384.4088,1,5,0.0102,0.0092,0.0295,0.0029,0.0099,0.0048,21.2,999.9
2148,324951.4,45.83360034,-110.9351028,2384.4663,1,5,0.0101,0.0091,0.0292,0.0029,0.0098,0.0047,21.4,999.9
2148,324951.6,45.83360042,-110.935105,2384.6037,1,5,0.01,0.0089,0.0288,0.0028,0.0097,0.0046,21.6,999.9
2148,324951.8,45.83360011,-110.9351078,2384.8546,1,5,0.0098,0.0088,0.0284,0.0028,0.0095,0.0045,21.8,999.9
2148,324952,45.83359915,-110.9351111,2385.2082,1,5,0.0097,0.0087,0.028,0.0028,0.0094,0.0044,22,999.9
2148,324952.2,45.83359746,-110.9351152,2385.6633,1,5,0.0096,0.0086,0.0277,0.0028,0.0093,0.0043,22.2,999.9
2148,324952.4,45.83359513,-110.9351199,2386.2057,1,5,0.0095,0.0085,0.0273,0.0027,0.0091,0.0042,22.4,999.9
2148,324952.6,45.8335925,-110.9351247,2386.7842,1,5,0.0093,0.0084,0.0269,0.0027,0.009,0.0041,22.6,999.9
2148,324952.8,45.83358981,-110.9351294,2387.3639,1,5,0.0092,0.0082,0.0265,0.0027,0.0089,0.004,22.8,999.9
2148,324953,45.83358713,-110.935134,2387.9608,1,5,0.0091,0.0081,0.0261,0.0026,0.0087,0.0038,23,999.9
2148,324953.2,45.83358451,-110.9351383,2388.5345,1,5,0.0089,0.008,0.0257,0.0026,0.0086,0.0037,23.2,999.9
2148,324953.4,45.83358196,-110.9351424,2389.1094,1,5,0.0088,0.0079,0.0253,0.0026,0.0084,0.0036,23.4,999.9
2148,324953.6,45.83357947,-110.9351463,2389.6781,1,5,0.0087,0.0077,0.0249,0.0026,0.0083,0.0035,23.6,999.9
2148,324953.8,45.833577,-110.9351502,2390.26,1,5,0.0085,0.0076,0.0244,0.0025,0.0081,0.0034,23.8,999.9
2148,324954,45.83357451,-110.935154,2390.8407,1,5,0.0084,0.0075,0.024,0.0025,0.008,0.0033,24,999.9
2148,324954.2,45.83357201,-110.935158,2391.409,1,5,0.0083,0.0074,0.0236,0.0025,0.0078,0.0031,24.2,999.9
2148,324954.4,45.8335696,-110.9351619,2391.9754,1,5,0.0081,0.0072,0.0232,0.0024,0.0077,0.003,24.4,999.9
2148,324954.6,45.83356716,-110.9351658,2392.5442,1,5,0.008,0.0071,0.0228,0.0024,0.0075,0.0029,24.6,999.9
2148,324954.8,45.83356466,-110.9351699,2393.1186,1,5,0.0079,0.007,0.0224,0.0024,0.0074,0.0027,24.8,999.9
2148,324955,45.8335621,-110.935174,2393.6937,1,5,0.0077,0.0069,0.022,0.0024,0.0073,0.0026,25,999.9
2148,324955.2,45.83355947,-110.9351781,2394.2677,1,5,0.0076,0.0068,0.0216,0.0023,0.0071,0.0025,25.2,999.9
2148,324955.4,45.83355692,-110.9351824,2394.8308,1,5,0.0075,0.0066,0.0212,0.0023,0.007,0.0023,25.4,999.9
2148,324955.6,45.8335544,-110.9351865,2395.3989,1,5,0.0073,0.0065,0.0208,0.0023,0.0068,0.0022,25.6,999.9
2148,324955.8,45.8335518,-110.9351906,2395.9757,1,5,0.0072,0.0064,0.0204,0.0023,0.0067,0.002,25.8,999.9
2148,324956,45.83354927,-110.9351947,2396.5309,1,5,0.0071,0.0063,0.02,0.0022,0.0065,0.0019,26,999.9
2148,324956.2,45.83354671,-110.9351989,2397.1015,1,5,0.007,0.0062,0.0196,0.0022,0.0064,0.0017,26.2,999.9
2148,324956.4,45.83354418,-110.935203,2397.6715,1,5,0.0069,0.0061,0.0192,0.0022,0.0063,0.0015,26.4,999.9
2148,324956.6,45.83354166,-110.9352071,2398.233,1,5,0.0067,0.006,0.0189,0.0022,0.0061,0.0013,26.6,999.9
2148,324956.8,45.83353911,-110.9352111,2398.809,1,5,0.0066,0.0059,0.0185,0.0021,0.006,0.0011,26.8,999.9
2148,324957,45.83353656,-110.9352153,2399.3646,1,5,0.0065,0.0058,0.0182,0.0021,0.0059,0.0009,27,999.9
2148,324957.2,45.833534,-110.9352194,2399.9169,1,5,0.0064,0.0057,0.0179,0.0021,0.0058,0.0005,27.2,999.9
2148,324957.4,45.83353148,-110.9352235,2400.4892,1,5,0.0063,0.0056,0.0176,0.0021,0.0057,-0.0004,27.4,999.9
2148,324957.6,45.83352894,-110.9352276,2401.0479,1,5,0.0063,0.0055,0.0173,0.0021,0.0055,-0.0007,27.6,999.9
2148,324957.8,45.83352639,-110.9352319,2401.6043,1,5,0.0062,0.0054,0.017,0.002,0.0054,-0.001,27.8,999.9
2148,324958,45.83352384,-110.9352361,2402.1706,1,5,0.0061,0.0054,0.0167,0.002,0.0054,-0.0011,28,999.9
2148,324958.2,45.83352118,-110.9352403,2402.7264,1,5,0.006,0.0053,0.0165,0.002,0.0053,-0.0013,28.2,999.9
2148,324958.4,45.83351855,-110.9352447,2403.2888,1,5,0.006,0.0052,0.0163,0.002,0.0052,-0.0014,28.4,999.9
2148,324958.6,45.83351595,-110.935249,2403.8529,1,5,0.0059,0.0052,0.0161,0.002,0.0051,-0.0015,28.6,999.9
2148,324958.8,45.83351337,-110.9352533,2404.4022,1,5,0.0058,0.0051,0.0159,0.002,0.0051,-0.0015,28.8,999.9
2148,324959,45.83351078,-110.9352575,2404.9595,1,5,0.0058,0.0051,0.0158,0.002,0.005,-0.0016,29,999.9
2148,324959.2,45.83350824,-110.9352617,2405.5136,1,5,0.0058,0.005,0.0157,0.002,0.005,-0.0016,29.2,999.9
2148,324959.4,45.83350568,-110.9352659,2406.062,1,5,0.0058,0.005,0.0156,0.002,0.0049,-0.0017,29.4,999.9
2148,324959.6,45.83350313,-110.9352699,2406.6157,1,5,0.0057,0.005,0.0157,0.002,0.005,-0.0017,29.6,999.9
2148,324959.8,45.83350055,-110.9352741,2407.175,1,5,0.0058,0.0051,0.016,0.002,0.0051,-0.0017,29.8,999.9
2148,324960,45.83349793,-110.9352783,2407.7401,1,5,0.0042,0.0037,0.0118,0.0015,0.0037,-0.0014,0,999.9
2148,324960.2,45.8334954,-110.9352824,2408.2828,1,5,0.0058,0.0051,0.016,0.002,0.0051,-0.0017,0.2,999.9
2148,324960.4,45.83349281,-110.9352865,2408.846,1,5,0.0057,0.005,0.0157,0.002,0.005,-0.0017,0.4,999.9
2148,324960.6,45.83349027,-110.9352907,2409.4039,1,5,0.0057,0.005,0.0156,0.002,0.0049,-0.0017,0.6,999.9
2148,324960.8,45.83348763,-110.9352949,2409.9559,1,5,0.0058,0.005,0.0157,0.002,0.005,-0.0017,0.8,999.9
2148,324961,45.83348508,-110.9352991,2410.5077,1,5,0.0058,0.0051,0.0158,0.002,0.005,-0.0016,1,999.9
2148,324961.2,45.83348249,-110.9353034,2411.0659,1,5,0.0058,0.0051,0.0159,0.002,0.0051,-0.0015,1.2,999.9
2148,324961.4,45.83347992,-110.9353077,2411.6164,1,5,0.0059,0.0052,0.0161,0.002,0.0051,-0.0015,1.4,999.9
2148,324961.6,45.83347737,-110.9353118,2412.1767,1,5,0.006,0.0052,0.0163,0.002,0.0052,-0.0014,1.6,999.9
2148,324961.8,45.83347492,-110.9353157,2412.6978,1,5,0.006,0.0053,0.0165,0.002,0.0053,-0.0013,1.8,999.9
2148,324962,45.83347279,-110.9353191,2413.1446,1,5,0.0061,0.0054,0.0167,0.002,0.0054,-0.0012,2,999.9
2148,324962.2,45.83347106,-110.9353219,2413.4856,1,5,0.0062,0.0054,0.017,0.002,0.0054,-0.001,2.2,999.9
2148,324962.4,45.83346976,-110.9353238,2413.7295,1,5,0.0063,0.0055,0.0173,0.0021,0.0055,-0.0008,2.4,999.9
2148,324962.6,45.83346913,-110.9353251,2413.8906,1,5,0.0063,0.0056,0.0175,0.0021,0.0057,-0.0005,2.6,999.9
2148,324962.8,45.83346944,-110.935326,2413.9917,1,5,0.0064,0.0057,0.0179,0.0021,0.0058,0.0004,2.8,999.9
2148,324963,45.83347093,-110.9353268,2414.1031,1,5,0.0065,0.0058,0.0182,0.0021,0.0059,0.0008,3,999.9
2148,324963.2,45.83347372,-110.935328,2414.2767,1,5,0.0066,0.0059,0.0185,0.0021,0.006,0.001,3.2,999.9
2148,324963.4,45.83347751,-110.9353302,2414.5216,1,5,0.0067,0.006,0.0189,0.0021,0.0061,0.0013,3.4,999.9
2148,324963.6,45.83348224,-110.9353334,2414.844,1,5,0.0069,0.0061,0.0192,0.0022,0.0063,0.0015,3.6,999.9
2148,324963.8,45.83348752,-110.9353374,2415.2239,1,5,0.007,0.0062,0.0196,0.0022,0.0064,0.0016,3.8,999.9
2148,324964,45.83349295,-110.935342,2415.6128,1,5,0.0071,0.0063,0.02,0.0022,0.0065,0.0018,4,999.9
2148,324964.2,45.83349818,-110.9353467,2415.9912,1,5,0.0072,0.0064,0.0204,0.0022,0.0067,0.002,4.2,999.9
2148,324964.4,45.83350313,-110.9353513,2416.3608,1,5,0.0073,0.0065,0.0207,0.0023,0.0068,0.0021,4.4,999.9
2148,324964.6,45.83350788,-110.9353558,2416.7394,1,5,0.0075,0.0066,0.0211,0.0023,0.007,0.0023,4.6,999.9
2148,324964.8,45.83351241,-110.9353601,2417.1072,1,5,0.0076,0.0068,0.0215,0.0023,0.0071,0.0024,4.8,999.9
2148,324965,45.83351677,-110.9353645,2417.4787,1,5,0.0077,0.0069,0.0219,0.0023,0.0073,0.0025,5,999.9
2148,324965.2,45.83352103,-110.9353688,2417.8646,1,5,0.0078,0.007,0.0224,0.0024,0.0074,0.0027,5.2,999.9
2148,324965.4,45.83352525,-110.9353731,2418.2456,1,5,0.008,0.0071,0.0228,0.0024,0.0075,0.0028,5.4,999.9
2148,324965.6,45.83352944,-110.9353773,2418.6312,1,5,0.0081,0.0073,0.0232,0.0024,0.0077,0.0029,5.6,999.9
2148,324965.8,45.83353358,-110.9353815,2419.0167,1,5,0.0082,0.0074,0.0236,0.0024,0.0078,0.0031,5.8,999.9
2148,324966,45.83353777,-110.9353858,2419.3949,1,5,0.0084,0.0075,0.024,0.0025,0.008,0.0032,6,999.9
2148,324966.2,45.83354192,-110.9353902,2419.7845,1,5,0.0085,0.0076,0.0244,0.0025,0.0081,0.0033,6.2,999.9
2148,324966.4,45.83354608,-110.9353945,2420.1717,1,5,0.0086,0.0078,0.0248,0.0025,0.0083,0.0034,6.4,999.9
2148,324966.6,45.8335502,-110.9353989,2420.5628,1,5,0.0088,0.0079,0.0252,0.0026,0.0084,0.0035,6.6,999.9
2148,324966.8,45.83355434,-110.9354033,2420.9586,1,5,0.0089,0.008,0.0256,0.0026,0.0086,0.0036,6.8,999.9
2148,324967,45.8335586,-110.9354077,2421.3476,1,5,0.009,0.0081,0.026,0.0026,0.0087,0.0038,7,999.9
2148,324967.2,45.83356289,-110.9354121,2421.7478,1,5,0.0092,0.0083,0.0264,0.0026,0.0089,0.0039,7.2,999.9
2148,324967.4,45.83356714,-110.9354166,2422.1364,1,5,0.0093,0.0084,0.0268,0.0027,0.009,0.004,7.4,999.9
2148,324967.6,45.83357133,-110.935421,2422.532,1,5,0.0094,0.0085,0.0272,0.0027,0.0091,0.0041,7.6,999.9
2148,324967.8,45.83357548,-110.9354254,2422.9269,1,5,0.0096,0.0086,0.0276,0.0027,0.0093,0.0042,7.8,999.9
2148,324968,45.83357972,-110.9354298,2423.3172,1,5,0.0097,0.0087,0.028,0.0027,0.0094,0.0043,8,999.9
2148,324968.2,45.83358398,-110.9354342,2423.7067,1,5,0.0098,0.0088,0.0284,0.0028,0.0096,0.0044,8.2,999.9
2148,324968.4,45.83358818,-110.9354387,2424.0918,1,5,0.0099,0.009,0.0287,0.0028,0.0097,0.0045,8.4,999.9
2148,324968.6,45.83359236,-110.9354431,2424.473,1,5,0.0101,0.0091,0.0291,0.0028,0.0098,0.0046,8.6,999.9
2148,324968.8,45.83359651,-110.9354476,2424.8672,1,5,0.0102,0.0092,0.0295,0.0028,0.0099,0.0046,8.8,999.9
2148,324969,45.83360072,-110.935452,2425.2544,1,5,0.0103,0.0093,0.0298,0.0029,0.0101,0.0047,9,999.9
2148,324969.2,45.83360492,-110.9354564,2425.6485,1,5,0.0104,0.0094,0.0301,0.0029,0.0102,0.0048,9.2,999.9
2148,324969.4,45.8336091,-110.9354608,2426.03,1,5,0.0105,0.0095,0.0305,0.0029,0.0103,0.0049,9.4,999.9
2148,324969.6,45.83361297,-110.9354647,2426.3907,1,5,0.0106,0.0096,0.0308,0.0029,0.0104,0.005,9.6,999.9
2148,324969.8,45.83361619,-110.9354681,2426.6864,1,5,0.0107,0.0097,0.0311,0.003,0.0105,0.005,9.8,999.9
2148,324970,45.83361864,-110.9354708,2426.9156,1,5,0.0108,0.0098,0.0314,0.003,0.0106,0.0051,10,999.9
2148,324970.2,45.83362025,-110.9354727,2427.057,1,5,0.0109,0.0099,0.0317,0.003,0.0107,0.0052,10.2,999.9
2148,324970.4,45.83362128,-110.9354742,2427.0981,1,5,0.011,0.01,0.032,0.003,0.0109,0.0053,10.4,999.9
2148,324970.6,45.83362209,-110.9354755,2427.0133,1,5,0.0111,0.0101,0.0323,0.003,0.0109,0.0053,10.6,999.9
2148,324970.8,45.83362307,-110.9354769,2426.8346,1,5,0.0112,0.0102,0.0325,0.0031,0.011,0.0054,10.8,999.9
2148,324971,45.8336246,-110.9354789,2426.5949,1,5,0.0113,0.0102,0.0328,0.0031,0.0111,0.0054,11,999.9
2148,324971.2,45.83362688,-110.9354815,2426.2963,1,5,0.0114,0.0103,0.033,0.0031,0.0112,0.0055,11.2,999.9
2148,324971.4,45.83363001,-110.9354849,2425.944,1,5,0.0115,0.0104,0.0333,0.0031,0.0113,0.0056,11.4,999.9
2148,324971.6,45.83363399,-110.9354892,2425.5779,1,5,0.0116,0.0105,0.0335,0.0031,0.0114,0.0056,11.6,999.9
2148,324971.8,45.83363878,-110.9354941,2425.2061,1,5,0.0116,0.0105,0.0337,0.0031,0.0115,0.0057,11.8,999.9
2148,324972,45.83364393,-110.9354992,2424.8457,1,5,0.0117,0.0106,0.0339,0.0032,0.0115,0.0057,12,999.9
2148,324972.2,45.83364928,-110.9355043,2424.4868,1,5,0.0118,0.0106,0.0341,0.0032,0.0116,0.0057,12.2,999.9
2148,324972.4,45.83365464,-110.9355094,2424.1282,1,5,0.0118,0.0107,0.0343,0.0032,0.0117,0.0058,12.4,999.9
2148,324972.6,45.83365982,-110.9355142,2423.7647,1,5,0.0119,0.0108,0.0344,0.0032,0.0117,0.0058,12.6,999.9
2148,324972.8,45.83366487,-110.9355189,2423.3982,1,5,0.0119,0.0108,0.0346,0.0032,0.0118,0.0059,12.8,999.9
2148,324973,45.83366975,-110.9355236,2423.0262,1,5,0.012,0.0108,0.0347,0.0032,0.0118,0.0059,13,999.9
2148,324973.2,45.8336745,-110.9355283,2422.6593,1,5,0.012,0.0109,0.0349,0.0032,0.0119,0.0059,13.2,999.9
2148,324973.4,45.83367907,-110.9355329,2422.2967,1,5,0.0121,0.0109,0.035,0.0032,0.0119,0.0059,13.4,999.9
2148,324973.6,45.83368352,-110.9355374,2421.9347,1,5,0.0121,0.011,0.0351,0.0032,0.0119,0.006,13.6,999.9
2148,324973.8,45.83368787,-110.9355418,2421.5692,1,5,0.0121,0.011,0.0352,0.0032,0.012,0.006,13.8,999.9
2148,324974,45.83369216,-110.9355461,2421.201,1,5,0.0121,0.011,0.0352,0.0032,0.012,0.006,14,999.9
2148,324974.2,45.83369653,-110.9355503,2420.8296,1,5,0.0122,0.011,0.0353,0.0032,0.012,0.006,14.2,999.9
2148,324974.4,45.8337008,-110.9355545,2420.4666,1,5,0.0122,0.011,0.0353,0.0032,0.012,0.006,14.4,999.9
2148,324974.6,45.83370506,-110.9355586,2420.1038,1,5,0.0122,0.0111,0.0354,0.0032,0.0121,0.006,14.6,999.9
2148,324974.8,45.83370932,-110.9355629,2419.7335,1,5,0.0122,0.0111,0.0354,0.0032,0.0121,0.006,14.8,999.9
2148,324975,45.83371367,-110.9355673,2419.369,1,5,0.0122,0.0111,0.0354,0.0032,0.0121,0.006,15,999.9
2148,324975.2,45.83371807,-110.9355717,2419.004,1,5,0.0122,0.0111,0.0354,0.0032,0.0121,0.006,15.2,999.9
2148,324975.4,45.83372249,-110.9355761,2418.6358,1,5,0.0122,0.0111,0.0354,0.0032,0.0121,0.006,15.4,999.9
2148,324975.6,45.83372689,-110.9355805,2418.2695,1,5,0.0122,0.011,0.0353,0.0032,0.012,0.006,15.6,999.9
2148,324975.8,45.83373133,-110.9355848,2417.8954,1,5,0.0122,0.011,0.0353,0.0032,0.012,0.006,15.8,999.9
2148,324976,45.83373589,-110.9355893,2417.5297,1,5,0.0121,0.011,0.0352,0.0032,0.012,0.006,16,999.9
2148,324976.2,45.8337405,-110.9355938,2417.1652,1,5,0.0121,0.011,0.0351,0.0032,0.012,0.006,16.2,999.9
2148,324976.4,45.83374512,-110.9355983,2416.8048,1,5,0.0121,0.011,0.0351,0.0032,0.0119,0.0059,16.4,999.9
2148,324976.6,45.83374968,-110.9356027,2416.4374,1,5,0.0121,0.0109,0.035,0.0032,0.0119,0.0059,16.6,999.9
2148,324976.8,45.83375417,-110.935607,2416.083,1,5,0.012,0.0109,0.0348,0.0032,0.0119,0.0059,16.8,999.9
2148,324977,45.83375866,-110.9356113,2415.7326,1,5,0.012,0.0109,0.0347,0.0032,0.0118,0.0059,17,999.9
2148,324977.2,45.83376311,-110.9356156,2415.3672,1,5,0.0119,0.0108,0.0346,0.0032,0.0118,0.0058,17.2,999.9
2148,324977.4,45.83376759,-110.9356199,2414.9898,1,5,0.0119,0.0108,0.0344,0.0032,0.0117,0.0058,17.4,999.9
2148,324977.6,45.83377196,-110.935624,2414.6185,1,5,0.0118,0.0107,0.0343,0.0032,0.0117,0.0057,17.6,999.9
2148,324977.8,45.83377628,-110.9356283,2414.2543,1,5,0.0118,0.0107,0.0341,0.0031,0.0116,0.0057,17.8,999.9
2148,324978,45.83378056,-110.9356326,2413.8973,1,5,0.0117,0.0106,0.0339,0.0031,0.0115,0.0057,18,999.9
2148,324978.2,45.83378491,-110.935637,2413.5227,1,5,0.0116,0.0105,0.0337,0.0031,0.0115,0.0056,18.2,999.9
2148,324978.4,45.83378917,-110.9356415,2413.1561,1,5,0.0115,0.0105,0.0335,0.0031,0.0114,0.0056,18.4,999.9
2148,324978.6,45.83379336,-110.935646,2412.7982,1,5,0.0115,0.0104,0.0333,0.0031,0.0113,0.0055,18.6,999.9
2148,324978.8,45.83379747,-110.9356504,2412.4274,1,5,0.0114,0.0103,0.033,0.0031,0.0112,0.0054,18.8,999.9
2148,324979,45.83380164,-110.9356548,2412.0614,1,5,0.0113,0.0102,0.0328,0.003,0.0111,0.0054,19,999.9
2148,324979.2,45.83380585,-110.9356593,2411.6877,1,5,0.0112,0.0102,0.0325,0.003,0.011,0.0053,19.2,999.9
2148,324979.4,45.83381009,-110.9356638,2411.3323,1,5,0.0111,0.0101,0.0322,0.003,0.011,0.0053,19.4,999.9
2148,324979.6,45.83381436,-110.9356683,2410.9848,1,5,0.011,0.01,0.032,0.003,0.0109,0.0052,19.6,999.9
2148,324979.8,45.83381867,-110.9356729,2410.6298,1,5,0.0109,0.0099,0.0317,0.003,0.0108,0.0051,19.8,999.9
2148,324980,45.83382305,-110.9356774,2410.2734,1,5,0.0108,0.0098,0.0314,0.0029,0.0106,0.005,20,999.9
2148,324980.2,45.83382753,-110.9356818,2409.9355,1,5,0.0107,0.0097,0.0311,0.0029,0.0105,0.005,20.2,999.9
2148,324980.4,45.83383183,-110.9356859,2409.5913,1,5,0.0106,0.0096,0.0308,0.0029,0.0104,0.0049,20.4,999.9
2148,324980.6,45.83383559,-110.9356896,2409.2853,1,5,0.0105,0.0095,0.0304,0.0029,0.0103,0.0048,20.6,999.9
2148,324980.8,45.83383839,-110.9356925,2409.0311,1,5,0.0104,0.0094,0.0301,0.0029,0.0102,0.0047,20.8,999.9
2148,324981,45.83384007,-110.9356943,2408.8522,1,5,0.0103,0.0093,0.0298,0.0028,0.0101,0.0046,21,999.9
2148,324981.2,45.83384083,-110.9356953,2408.7546,1,5,0.0102,0.0092,0.0294,0.0028,0.0099,0.0046,21.2,999.9
2148,324981.4,45.83384122,-110.9356957,2408.7684,1,5,0.0101,0.0091,0.0291,0.0028,0.0098,0.0045,21.4,999.9
2148,324981.6,45.83384172,-110.9356964,2408.8975,1,5,0.0099,0.009,0.0287,0.0028,0.0097,0.0044,21.6,999.9
2148,324981.8,45.83384295,-110.9356976,2409.1185,1,5,0.0098,0.0089,0.0283,0.0027,0.0096,0.0043,21.8,999.9
2148,324982,45.8338452,-110.9356997,2409.4198,1,5,0.0097,0.0087,0.0279,0.0027,0.0094,0.0042,22,999.9
2148,324982.2,45.83384849,-110.9357029,2409.8004,1,5,0.0096,0.0086,0.0276,0.0027,0.0093,0.0041,22.2,999.9
2148,324982.4,45.83385265,-110.9357069,2410.2121,1,5,0.0094,0.0085,0.0272,0.0027,0.0092,0.004,22.4,999.9
2148,324982.6,45.83385719,-110.9357112,2410.6524,1,5,0.0093,0.0084,0.0268,0.0026,0.009,0.0039,22.6,999.9
2148,324982.8,45.83386181,-110.9357156,2411.0878,1,5,0.0092,0.0083,0.0264,0.0026,0.0089,0.0038,22.8,999.9
